latitude&longitude&confirmedcases_14-02-2020&deaths_14-02-2020
-32.33&146.77&4&0.0
-22.9&144.7&5&0.0
-29.49&135.95&2&0.0
-36.98&144.64&4&0.0
50.836000000000006&4.3753&1&0.0
10.616&103.57799999999999&1&0.0
55.07&-124.29&5&0.0
49.79&-83.79&3&0.0
32.106&117.081&950&6.0
39.906217&116.3912757&375&4.0
29.5364&106.5646&537&5.0
26.215&118.389&285&0.0
38.007&102.04700000000001&90&2.0
23.115&113.26&1294&2.0
23.831&108.831&235&2.0
26.986&106.699&143&1.0
19.179000000000002&109.53399999999999&162&4.0
38.763000000000005&115.53200000000001&291&3.0
47.798&128.32&425&11.0
34.194&113.302&1212&13.0
22.3082&114.1809&56&1.0
31.118000000000002&112.29299999999999&54406&1457.0
27.8549&111.8326&1001&2.0
33.022&120.081&604&0.0
27.999000000000002&115.598&913&1.0
43.62&126.145&88&1.0
40.997519700000005&122.99554690000001&119&1.0
22.1927&113.54299999999999&10&0.0
43.085&114.302&68&0.0
37.409&105.90799999999999&70&0.0
35.78&96.57&18&0.0
34.827&109.006&232&0.0
36.187&118.444&532&2.0
31.226999999999997&121.49799999999999&326&1.0
37.688&112.083&127&0.0
30.65&102.881&470&1.0
25.021&121.60799999999999&18&0.0
39.124&117.191&121&3.0
31.55&87.99&1&0.0
41.063&84.639&70&1.0
24.642&101.744&168&0.0
29.138&119.89399999999999&1162&0.0
67.55&26.52&1&0.0
44.83&-0.5710000000000001&1&0.0
48.83&2.403&5&0.0
45.508&5.388999999999999&5&0.0
48.81&11.6&14&0.0
50.663999999999994&9.085&2&0.0
10.29&76.55&3&0.0
41.857&12.818&3&0.0
35.02&137.236&3&0.0
35.498000000000005&140.279&5&0.0
43.02&142.88&1&0.0
35.3974&139.3629&220&1.0
35.205999999999996&135.511&2&0.0
34.534&136.405&1&0.0
34.36&135.874&2&0.0
34.58&135.55700000000002&1&0.0
36.014&139.374&1&0.0
35.6882&139.5497&13&0.0
33.883&135.401&1&0.0
2.1801&103.4872&7&0.0
3.158&101.698&5&0.0
2.78&102.24&2&0.0
6.353&99.814&1&0.0
3.3989999999999996&101.46799999999999&4&0.0
27.7075&85.3291&1&0.0
10.36&123.77&1&0.0
14.58&121.056&2&1.0
52.7&117.38&1&0.0
57.57&68.69&1&0.0
1.3025&103.8373&67&0.0
35.734&127.251&1&0.0
36.53&126.829&1&0.0
35.202&126.927&2&0.0
37.294000000000004&127.243&7&0.0
37.4612&126.4403&7&0.0
37.522&127.00399999999999&11&0.0
28.24&-16.5&1&0.0
39.85&3.04&1&0.0
6.877000000000001&80.033&1&0.0
57.641999999999996&14.562000000000001&1&0.0
13.725999999999999&100.536&29&0.0
13.902000000000001&100.126&1&0.0
11.94&99.77&3&0.0
24.928&55.386&8&0.0
52.83&-1.41&9&0.0
34.2&-111.53&1&0.0
36.71&-119.6&8&0.0
41.7991&-87.8269&2&0.0
42.364&-72.053&1&0.0
31.61&-99.25&1&0.0
47.417&-120.959&1&0.0
44.44&-89.44&1&0.0
21.136999999999997&105.852&2&0.0
10.7762&106.8245&3&0.0
12.295&109.012&1&0.0
20.048&105.398&1&0.0
21.3669&105.573&10&0.0
29.979&31.587&1&0.0
